Set,Set,Set,Set,Set,Set,Set,Set,Set,Set,Set,Run #1,Run #1,Run #1,Run #1,Run #2,Run #2,Run #2,Run #2,Run #3,Run #3,Run #3,Run #3,Run #4,Run #4,Run #4,Run #4,Run #5,Run #5,Run #5,Run #5,Run #6,Run #6,Run #6,Run #6,Run #7,Run #7,Run #7,Run #7,Run #8,Run #8,Run #8,Run #8,Run #9,Run #9,Run #9,Run #9,Run #10,Run #10,Run #10,Run #10
τ (s),γ,Time of n oscillations (s),User Data 3 (units),Mass (Kg),error on mass (Kg),Diameter (cm),error on diameter (cm),volume (m^3),error on volume (m^3),Number of Oscillations,Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²)
,,,,,,,,,,,2.920,0.71,0.00,0.00,2.920,0.47,-2.73,6.43,2.920,0.47,-1.64,7.82,2.920,0.47,0.89,8.47,1.460,0.65,0.74,-59.80,2.920,0.62,0.92,9.27,2.920,0.40,0.11,17.72,2.920,0.51,0.84,20.47,2.920,0.60,2.10,-6.91,2.920,0.37,-1.09,0.29
,,,,,,,,,,,2.930,0.71,0.00,0.00,2.930,0.45,-2.54,22.75,2.930,0.46,-1.59,4.42,2.930,0.48,0.97,8.14,1.465,0.65,0.89,61.80,2.930,0.63,0.84,-13.62,2.930,0.40,0.39,30.45,2.930,0.53,1.28,-4.80,2.930,0.62,1.83,-26.88,2.930,0.36,-1.15,0.86
,,,,,,,,,,,2.940,0.71,0.00,0.00,2.940,0.42,-2.28,25.87,2.940,0.44,-1.55,1.71,2.940,0.49,1.05,16.45,1.470,0.66,1.36,-1.66,2.940,0.63,0.65,-23.13,2.940,0.41,0.72,15.29,2.940,0.54,0.75,-31.26,2.940,0.64,1.56,-21.05,2.940,0.35,-1.07,14.93
,,,,,,,,,,,2.950,0.71,0.00,0.00,2.950,0.40,-2.03,1.54,2.950,0.43,-1.55,21.28,2.950,0.50,1.30,0.35,1.475,0.67,0.88,-73.80,2.950,0.64,0.38,-22.80,2.950,0.42,0.69,3.43,2.950,0.54,0.66,25.88,2.950,0.65,1.41,-16.25,2.950,0.34,-0.85,17.76
,,,,,,,,,,,2.960,0.71,0.00,0.09,2.960,0.38,-2.24,-19.86,2.960,0.41,-1.13,37.22,2.960,0.52,1.06,11.24,1.480,0.67,0.62,-31.15,2.960,0.64,0.19,12.06,2.960,0.43,0.79,11.27,2.960,0.55,1.27,5.55,2.960,0.66,1.24,-17.28,2.960,0.33,-0.72,12.90
,,,,,,,,,,,2.970,0.71,0.00,2.84,2.970,0.36,-2.42,8.55,2.970,0.40,-0.81,-2.05,2.970,0.53,1.53,7.36,1.485,0.67,0.56,-48.71,2.970,0.64,0.62,7.98,2.970,0.43,0.92,10.14,2.970,0.57,0.77,-39.39,2.970,0.68,1.07,-27.35,2.970,0.32,-0.59,14.42
,,,,,,,,,,,2.980,0.71,0.06,-14.68,2.980,0.33,-2.07,35.30,2.980,0.39,-1.17,-22.29,2.980,0.55,1.21,-39.92,1.490,0.68,0.13,-74.16,2.980,0.65,0.35,-39.18,2.980,0.44,0.99,7.36,2.980,0.57,0.48,15.04,2.980,0.69,0.69,-4.56,2.980,0.32,-0.43,7.44
,,,,,,,,,,,2.990,0.71,-0.29,-19.32,2.990,0.32,-1.72,21.41,2.990,0.38,-1.25,8.76,2.990,0.55,0.73,16.68,1.495,0.68,-0.18,34.99,2.990,0.65,-0.16,-9.38,2.990,0.45,1.06,6.51,2.990,0.58,1.07,22.55,2.990,0.69,0.98,10.18,2.990,0.32,-0.44,5.22
,,,,,,,,,,,3.000,0.70,-0.33,-36.75,3.000,0.30,-1.65,10.15,3.000,0.37,-0.99,21.37,3.000,0.56,1.54,19.45,1.500,0.68,0.48,15.52,3.000,0.65,0.16,-3.54,3.000,0.46,1.12,5.53,3.000,0.59,0.93,-29.07,3.000,0.70,0.89,-64.73,3.000,0.31,-0.33,19.58
,,,,,,,,,,,3.010,0.70,-1.03,-130.10,3.010,0.28,-1.52,25.14,3.010,0.36,-0.83,15.55,3.010,0.58,1.12,-36.51,1.505,0.68,-0.02,-59.77,3.010,0.65,-0.23,-29.36,3.010,0.48,1.17,5.16,3.010,0.59,0.49,-17.43,3.010,0.71,-0.32,-67.13,3.010,0.31,-0.05,28.23
,,,,,,,,,,,3.020,0.68,-2.93,-93.31,3.020,0.27,-1.14,38.45,3.020,0.35,-0.68,15.82,3.020,0.59,0.81,1.86,1.510,0.68,-0.11,-33.66,3.020,0.65,-0.43,0.92,3.020,0.49,1.23,10.09,3.020,0.60,0.58,1.07,3.020,0.70,-0.45,17.20,3.020,0.31,0.24,21.03
,,,,,,,,,,,3.030,0.64,-2.89,36.00,3.030,0.26,-0.75,28.28,3.030,0.35,-0.51,17.70,3.030,0.60,1.15,13.28,1.515,0.68,-0.36,-38.42,3.030,0.65,-0.21,4.30,3.030,0.50,1.38,-7.23,3.030,0.61,0.51,-9.23,3.030,0.70,0.03,19.52,3.030,0.31,0.37,5.56
,,,,,,,,,,,3.040,0.62,-2.21,17.92,3.040,0.25,-0.58,25.84,3.040,0.34,-0.33,17.72,3.040,0.61,1.07,-7.09,1.520,0.67,-0.50,26.80,3.040,0.64,-0.34,-20.50,3.040,0.52,1.08,8.53,3.040,0.61,0.40,-9.17,3.040,0.70,-0.06,12.54,3.040,0.32,0.35,5.02
,,,,,,,,,,,3.050,0.60,-2.53,-12.34,3.050,0.25,-0.23,39.72,3.050,0.34,-0.15,17.26,3.050,0.62,1.01,-4.45,1.525,0.67,-0.09,-13.68,3.050,0.64,-0.62,-22.73,3.050,0.52,1.55,15.05,3.050,0.61,0.32,0.91,3.050,0.70,0.28,-18.01,3.050,0.32,0.47,11.56
,,,,,,,,,,,3.060,0.57,-2.46,-7.30,3.060,0.25,0.22,31.50,3.060,0.34,0.02,16.81,3.060,0.63,0.99,-29.37,1.530,0.67,-0.64,-58.41,3.060,0.63,-0.79,0.94,3.060,0.55,1.38,-51.53,3.060,0.62,0.41,0.72,3.060,0.70,-0.42,-72.99,3.060,0.33,0.58,11.72
,,,,,,,,,,,3.070,0.55,-2.68,-30.53,3.070,0.25,0.40,29.04,3.070,0.34,0.18,16.31,3.070,0.64,0.42,-24.58,1.535,0.67,-0.67,-67.41,3.070,0.62,-0.60,5.14,3.070,0.55,0.52,-21.21,3.070,0.62,0.34,-17.89,3.070,0.69,-1.18,-30.09,3.070,0.33,0.70,9.95
,,,,,,,,,,,3.080,0.52,-3.07,-11.00,3.080,0.26,0.80,32.25,3.080,0.34,0.34,16.33,3.080,0.64,0.49,12.05,1.540,0.67,-1.31,-27.53,3.080,0.62,-0.69,-10.61,3.080,0.56,0.96,41.03,3.080,0.62,0.06,-19.44,3.080,0.68,-1.02,7.25,3.080,0.34,0.78,7.83
,,,,,,,,,,,3.090,0.49,-2.90,15.72,3.090,0.27,1.05,5.25,3.090,0.35,0.51,15.88,3.090,0.65,0.67,-18.93,1.545,0.66,-0.95,34.11,3.090,0.61,-0.82,4.35,3.090,0.57,1.34,-2.31,3.090,0.62,-0.05,-16.31,3.090,0.67,-1.04,-1.78,3.090,0.35,0.86,15.52
,,,,,,,,,,,3.100,0.46,-2.75,20.38,3.100,0.28,0.90,12.35,3.100,0.35,0.66,15.39,3.100,0.65,0.12,-34.48,1.550,0.66,-0.97,-64.78,3.100,0.60,-0.60,-7.39,3.100,0.58,0.91,-39.55,3.100,0.62,-0.27,-15.88,3.100,0.66,-1.06,-22.34,3.100,0.36,1.09,15.62
,,,,,,,,,,,3.110,0.43,-2.49,29.65,3.110,0.29,1.29,30.75,3.110,0.36,0.82,15.55,3.110,0.65,-0.02,-4.43,1.555,0.65,-1.60,-56.47,3.110,0.60,-0.96,-11.59,3.110,0.59,0.55,-3.01,3.110,0.62,-0.37,-2.39,3.110,0.65,-1.48,-33.50,3.110,0.37,1.17,0.50
,,,,,,,,,,,3.120,0.41,-2.16,3.42,3.120,0.31,1.52,17.85,3.120,0.37,0.97,14.99,3.120,0.65,0.03,1.01,1.560,0.64,-1.53,-32.31,3.120,0.58,-0.84,1.08,3.120,0.59,0.85,2.02,3.120,0.61,-0.32,-1.16,3.120,0.63,-1.73,-6.41,3.120,0.38,1.10,-8.00
,,,,,,,,,,,3.130,0.39,-2.42,-23.71,3.130,0.32,1.65,21.91,3.130,0.38,1.12,2.99,3.130,0.65,0.00,-10.91,1.565,0.63,-1.92,78.77,3.130,0.58,-0.94,9.76,3.130,0.60,0.59,-28.64,3.130,0.61,-0.39,2.29,3.130,0.61,-1.61,-3.39,3.130,0.39,1.01,-18.57
,,,,,,,,,,,3.140,0.36,-2.64,13.08,3.140,0.34,1.96,25.74,3.140,0.39,1.03,-11.80,3.140,0.65,-0.19,-8.29,1.570,0.62,-0.75,19.12,3.140,0.56,-0.64,9.50,3.140,0.61,0.28,-14.18,3.140,0.61,-0.27,-4.83,3.140,0.60,-1.79,30.61,3.140,0.40,0.73,-7.93
,,,,,,,,,,,3.150,0.34,-2.16,37.20,3.150,0.36,2.16,6.32,3.150,0.40,0.88,4.72,3.150,0.65,-0.17,-17.78,1.575,0.62,-1.73,-76.77,3.150,0.57,-0.75,-32.82,3.150,0.61,0.30,2.82,3.150,0.61,-0.49,-24.36,3.150,0.58,-1.00,12.86,3.150,0.41,0.86,23.43
,,,,,,,,,,,3.160,0.32,-1.89,22.20,3.160,0.38,2.08,-12.95,3.160,0.41,1.13,26.03,3.160,0.65,-0.55,-26.65,1.580,0.60,-1.51,-1.54,3.160,0.55,-1.30,26.19,3.160,0.61,0.34,-10.74,3.160,0.60,-0.76,-7.28,3.160,0.58,-1.54,-59.43,3.160,0.42,1.20,18.74
,,,,,,,,,,,3.170,0.30,-1.72,24.87,3.170,0.40,1.91,3.50,3.170,0.42,1.40,15.41,3.170,0.64,-0.70,1.53,1.585,0.61,-1.74,-172.78,3.170,0.54,-0.23,38.87,3.170,0.62,0.09,-27.10,3.170,0.59,-0.63,6.23,3.170,0.55,-2.19,8.86,3.170,0.43,1.23,-3.45
,,,,,,,,,,,3.180,0.28,-1.39,12.05,3.180,0.42,2.15,16.02,3.180,0.44,1.44,3.08,3.180,0.63,-0.52,-9.19,1.590,0.59,-3.24,4.47,3.180,0.54,-0.52,-33.19,3.180,0.61,-0.21,-14.21,3.180,0.58,-0.63,-9.78,3.180,0.53,-1.36,33.01,3.180,0.44,1.13,-10.88
,,,,,,,,,,,3.190,0.27,-1.48,8.11,3.190,0.44,2.23,8.20,3.190,0.45,1.46,2.36,3.190,0.63,-0.89,-6.57,1.595,0.58,-1.70,200.21,3.190,0.53,-0.89,-14.29,3.190,0.61,-0.20,-5.14,3.190,0.58,-0.83,-13.94,3.190,0.52,-1.53,-4.92,3.190,0.45,1.01,-9.11
,,,,,,,,,,,3.200,0.25,-1.23,34.78,3.200,0.46,2.32,11.90,3.200,0.47,1.48,0.78,3.200,0.62,-0.65,6.76,1.600,0.57,-1.24,30.57,3.200,0.52,-0.81,7.58,3.200,0.61,-0.31,-7.89,3.200,0.57,-0.91,5.26,3.200,0.50,-1.46,2.35,3.200,0.46,0.95,-7.56
,,,,,,,,,,,3.210,0.24,-0.78,39.42,3.210,0.49,2.46,-1.26,3.210,0.48,1.48,-1.56,3.210,0.61,-0.75,-27.86,1.605,0.56,-1.39,-96.11,3.210,0.52,-0.74,16.03,3.210,0.61,-0.35,-9.17,3.210,0.56,-0.72,24.90,3.210,0.49,-1.48,3.24,3.210,0.47,0.86,-9.27
,,,,,,,,,,,3.220,0.24,-0.44,39.46,3.220,0.51,2.29,-1.44,3.220,0.50,1.45,-7.98,3.220,0.60,-1.21,-5.36,1.610,0.55,-2.20,-116.97,3.220,0.51,-0.49,16.46,3.220,0.60,-0.49,-16.25,3.220,0.55,-0.42,42.84,3.220,0.47,-1.39,15.82,3.220,0.48,0.76,-2.40
,,,,,,,,,,,3.230,0.24,0.01,36.24,3.230,0.53,2.44,-26.81,3.230,0.51,1.32,10.06,3.230,0.59,-0.86,35.59,1.615,0.54,-2.56,-1.44,3.230,0.51,-0.41,10.05,3.230,0.60,-0.68,-1.89,3.230,0.55,0.13,-3.16,3.230,0.46,-1.17,18.28,3.230,0.49,0.81,-8.93
,,,,,,,,,,,3.240,0.24,0.28,27.34,3.240,0.56,1.76,-53.35,3.240,0.52,1.65,-4.85,3.240,0.58,-0.49,7.20,1.620,0.53,-2.21,51.02,3.240,0.50,-0.28,5.25,3.240,0.59,-0.53,-5.84,3.240,0.56,-0.48,-69.39,3.240,0.45,-1.03,14.20,3.240,0.50,0.58,-20.88
,,,,,,,,,,,3.250,0.24,0.55,35.11,3.250,0.57,1.37,2.46,3.250,0.54,1.22,-48.89,3.250,0.58,-0.71,-30.31,1.625,0.52,-2.05,-25.33,3.250,0.50,-0.31,7.43,3.250,0.59,-0.80,-13.18,3.250,0.54,-1.25,-18.74,3.250,0.44,-0.88,15.16,3.250,0.50,0.40,-12.56
,,,,,,,,,,,3.260,0.25,0.98,34.96,3.260,0.59,1.80,3.88,3.260,0.55,0.67,-2.34,3.260,0.57,-1.10,-37.75,1.630,0.51,-2.47,-45.13,3.260,0.50,-0.14,13.71,3.260,0.57,-0.79,-10.20,3.260,0.53,-0.85,22.78,3.260,0.43,-0.72,15.04,3.260,0.50,0.33,-4.78
,,,,,,,,,,,3.270,0.26,1.25,28.75,3.270,0.61,1.45,-29.97,3.270,0.56,1.17,12.40,3.270,0.56,-1.47,-11.97,1.635,0.49,-2.51,34.10,3.270,0.50,-0.03,10.57,3.270,0.57,-1.00,-28.33,3.270,0.52,-0.80,3.87,3.270,0.43,-0.58,15.77,3.270,0.51,0.30,-2.76
,,,,,,,,,,,3.280,0.27,1.56,26.63,3.280,0.62,1.21,-20.46,3.280,0.57,0.92,-31.84,3.280,0.54,-1.34,32.02,1.640,0.48,-2.13,27.10,3.280,0.50,0.08,12.58,3.280,0.55,-1.36,1.22,3.280,0.51,-0.78,10.09,3.280,0.42,-0.41,17.69,3.280,0.51,0.28,-13.46
,,,,,,,,,,,3.290,0.29,1.79,11.77,3.290,0.63,1.04,-16.11,3.290,0.57,0.54,-0.78,3.290,0.53,-0.83,29.75,1.645,0.47,-2.23,4.83,3.290,0.50,0.22,8.22,3.290,0.54,-0.98,26.54,3.290,0.51,-0.60,15.94,3.290,0.42,-0.23,17.71,3.290,0.51,0.03,-22.86
,,,,,,,,,,,3.300,0.31,1.79,10.43,3.300,0.64,0.88,-29.01,3.300,0.58,0.91,5.98,3.300,0.52,-0.74,-0.93,1.650,0.46,-2.08,-17.97,3.300,0.50,0.24,7.79,3.300,0.53,-0.83,5.26,3.300,0.50,-0.46,14.63,3.300,0.42,-0.06,17.26,3.300,0.51,-0.18,-20.35
,,,,,,,,,,,3.310,0.33,1.99,28.11,3.310,0.65,0.46,-5.49,3.310,0.59,0.66,-40.34,3.310,0.51,-0.85,-8.12,1.655,0.45,-2.41,-45.17,3.310,0.50,0.37,7.41,3.310,0.53,-0.87,-8.79,3.310,0.50,-0.30,1.57,3.310,0.42,0.12,16.85,3.310,0.51,-0.38,-11.37
,,,,,,,,,,,3.320,0.35,2.36,15.71,3.320,0.65,0.77,25.14,3.320,0.59,0.10,-30.08,3.320,0.51,-0.91,-0.51,1.660,0.44,-2.53,66.66,3.320,0.51,0.39,6.50,3.320,0.52,-1.00,-4.56,3.320,0.50,-0.43,-2.41,3.320,0.42,0.28,15.92,3.320,0.50,-0.41,4.75
,,,,,,,,,,,3.330,0.38,2.31,-9.45,3.330,0.66,0.96,-40.28,3.330,0.59,0.06,1.51,3.330,0.50,-0.86,13.64,1.665,0.43,-1.75,77.71,3.330,0.51,0.50,7.42,3.330,0.51,-0.96,-3.12,3.330,0.49,-0.35,13.47,3.330,0.42,0.44,15.42,3.330,0.50,-0.28,-3.37
,,,,,,,,,,,3.340,0.40,2.17,5.47,3.340,0.67,-0.03,-100.78,3.340,0.59,0.13,-9.90,3.340,0.49,-0.63,15.82,1.670,0.42,-1.75,1.84,3.340,0.52,0.54,-4.62,3.340,0.50,-1.07,-4.00,3.340,0.49,-0.16,13.11,3.340,0.43,0.59,15.51,3.340,0.50,-0.48,-22.81
,,,,,,,,,,,3.350,0.42,2.42,23.31,3.350,0.66,-1.06,-59.56,3.350,0.60,-0.14,-22.14,3.350,0.48,-0.54,10.13,1.675,0.41,-1.73,1.39,3.350,0.52,0.41,2.66,3.350,0.49,-1.04,10.57,3.350,0.49,-0.09,7.62,3.350,0.43,0.75,14.74,3.350,0.49,-0.74,-10.69
,,,,,,,,,,,3.360,0.44,2.63,13.82,3.360,0.65,-1.22,42.50,3.360,0.59,-0.31,-17.37,3.360,0.48,-0.43,12.02,1.680,0.40,-1.74,55.76,3.360,0.53,0.59,17.65,3.360,0.48,-0.86,13.28,3.360,0.49,0.00,12.71,3.360,0.44,0.88,12.91,3.360,0.48,-0.69,-0.52
,,,,,,,,,,,3.370,0.47,2.69,-5.03,3.370,0.64,-0.21,28.18,3.370,0.59,-0.49,-27.23,3.370,0.48,-0.30,12.56,1.685,0.39,-1.17,57.40,3.370,0.53,0.76,-1.10,3.370,0.47,-0.78,7.25,3.370,0.49,0.16,8.22,3.370,0.45,1.00,11.22,3.370,0.48,-0.75,-7.21
,,,,,,,,,,,3.380,0.50,2.53,-18.87,3.380,0.64,-0.66,-72.72,3.380,0.58,-0.86,8.57,3.380,0.47,-0.18,12.17,1.690,0.39,-1.17,-139.95,3.380,0.54,0.57,-11.64,3.380,0.46,-0.71,8.10,3.380,0.49,0.16,-0.68,3.380,0.46,1.11,17.30,3.380,0.47,-0.83,-4.50
,,,,,,,,,,,3.390,0.52,2.32,6.29,3.390,0.62,-1.66,-42.42,3.390,0.57,-0.32,-2.66,3.390,0.47,-0.06,11.30,1.695,0.38,-2.57,-19.11,3.390,0.55,0.53,4.59,3.390,0.45,-0.61,9.52,3.390,0.49,0.15,11.72,3.390,0.47,1.35,17.25,3.390,0.46,-0.84,-6.74
,,,,,,,,,,,3.400,0.54,2.66,5.76,3.400,0.61,-1.51,20.42,3.400,0.58,-0.91,-59.65,3.400,0.47,0.05,10.31,1.700,0.36,-1.36,167.28,3.400,0.55,0.66,28.59,3.400,0.45,-0.52,4.97,3.400,0.49,0.40,12.20,3.400,0.49,1.45,3.19,3.400,0.45,-0.97,-10.26
,,,,,,,,,,,3.410,0.58,2.43,-44.69,3.410,0.59,-1.25,-2.37,3.410,0.56,-1.51,0.26,3.410,0.47,0.15,10.36,1.705,0.37,-0.90,-159.81,3.410,0.56,1.10,24.39,3.410,0.44,-0.52,10.22,3.410,0.50,0.39,-0.52,3.410,0.50,1.41,-8.52,3.410,0.44,-1.04,7.58
,,,,,,,,,,,3.420,0.59,1.76,0.84,3.420,0.58,-1.56,-8.58,3.420,0.55,-0.90,39.42,3.420,0.47,0.25,9.93,1.710,0.36,-2.95,-127.61,3.420,0.57,1.15,-27.09,3.420,0.44,-0.32,15.64,3.420,0.50,0.38,7.25,3.420,0.52,1.28,-10.78,3.420,0.43,-0.82,10.71
,,,,,,,,,,,3.430,0.61,2.45,-1.27,3.430,0.56,-1.42,-8.60,3.430,0.54,-0.72,-12.21,3.430,0.48,0.35,9.07,1.715,0.34,-2.17,121.85,3.430,0.58,0.56,-33.10,3.430,0.44,-0.20,11.26,3.430,0.51,0.54,3.75,3.430,0.53,1.20,4.23,3.430,0.42,-0.83,-5.21
,,,,,,,,,,,3.440,0.64,1.74,-77.99,3.440,0.56,-1.73,-49.55,3.440,0.53,-1.15,-34.13,3.440,0.48,0.43,11.75,1.720,0.33,-1.74,283.60,3.440,0.58,0.49,12.61,3.440,0.43,-0.09,6.51,3.440,0.51,0.46,8.40,3.440,0.54,1.37,19.06,3.440,0.41,-0.92,6.20
,,,,,,,,,,,3.450,0.65,0.89,-24.11,3.450,0.53,-2.42,-15.52,3.450,0.51,-1.41,-10.20,3.450,0.49,0.58,14.56,1.725,0.32,0.66,136.71,3.450,0.59,0.81,16.62,3.450,0.44,-0.07,9.24,3.450,0.52,0.71,7.26,3.450,0.56,1.58,7.63,3.450,0.40,-0.70,18.81
,,,,,,,,,,,3.460,0.66,1.26,10.95,3.460,0.51,-2.04,24.93,3.460,0.50,-1.35,0.91,3.460,0.49,0.73,8.62,1.730,0.34,-0.37,-344.11,3.460,0.60,0.82,-17.51,3.460,0.43,0.09,15.90,3.460,0.53,0.60,-25.80,3.460,0.57,1.52,-15.08,3.460,0.40,-0.55,1.99
,,,,,,,,,,,3.470,0.67,1.11,2.05,3.470,0.49,-1.92,0.94,3.470,0.49,-1.39,3.95,3.470,0.50,0.76,1.34,1.735,0.32,-2.78,-186.12,3.470,0.61,0.46,-22.47,3.470,0.44,0.25,7.49,3.470,0.53,0.19,-3.86,3.470,0.59,1.28,-3.10,3.470,0.39,-0.67,-18.19
,,,,,,,,,,,3.480,0.68,1.30,-28.86,3.480,0.47,-2.02,-4.26,3.480,0.48,-1.27,7.44,3.480,0.51,0.75,0.07,1.740,0.31,-2.23,179.01,3.480,0.61,0.37,7.39,3.480,0.44,0.24,13.14,3.480,0.53,0.53,57.39,3.480,0.60,1.46,5.00,3.480,0.39,-0.91,-11.32
,,,,,,,,,,,3.490,0.70,0.53,-77.66,3.490,0.45,-2.00,8.33,3.490,0.46,-1.24,3.31,3.490,0.52,0.76,5.93,1.745,0.29,-0.99,281.46,3.490,0.61,0.61,10.33,3.490,0.44,0.51,16.01,3.490,0.54,1.34,19.36,3.490,0.62,1.38,-20.11,3.490,0.38,-0.89,11.63
,,,,,,,,,,,3.500,0.69,-0.26,-10.77,3.500,0.43,-1.85,23.44,3.500,0.45,-1.21,4.56,3.500,0.52,0.87,8.95,1.750,0.30,0.58,8.77,3.500,0.62,0.58,-11.89,3.500,0.45,0.56,3.36,3.500,0.56,0.91,-72.37,3.500,0.63,1.06,-18.32,3.500,0.37,-0.68,7.86
,,,,,,,,,,,3.510,0.69,0.31,-5.13,3.510,0.41,-1.53,31.47,3.510,0.44,-1.15,5.62,3.510,0.53,0.94,-13.82,1.755,0.30,-0.90,-0.70,3.510,0.63,0.37,-17.94,3.510,0.45,0.58,3.39,3.510,0.56,-0.11,-39.44,3.510,0.64,1.01,-10.32,3.510,0.36,-0.73,1.60
,,,,,,,,,,,3.520,0.70,-0.36,-56.90,3.520,0.40,-1.22,1.61,3.520,0.43,-1.09,12.76,3.520,0.54,0.59,15.45,1.760,0.29,0.58,-501.67,3.520,0.63,0.22,-1.06,3.520,0.46,0.63,7.27,3.520,0.56,0.13,54.60,3.520,0.65,0.85,-6.31,3.520,0.35,-0.64,16.91
,,,,,,,,,,,3.530,0.68,-0.82,-7.05,3.530,0.39,-1.50,-15.40,3.530,0.42,-0.89,23.54,3.530,0.55,1.24,20.54,1.765,0.31,-5.92,7248.22,3.530,0.63,0.35,-2.00,3.530,0.47,0.72,7.62,3.530,0.56,0.98,32.33,3.530,0.65,0.89,-8.84,3.530,0.35,-0.40,16.59
,,,,,,,,,,,3.540,0.68,-0.50,-26.81,3.540,0.37,-1.53,7.73,3.540,0.41,-0.62,19.36,3.540,0.57,1.01,-38.25,1.770,0.23,73.06,-294.32,3.540,0.64,0.18,-24.98,3.540,0.47,0.78,4.08,3.540,0.57,0.77,-32.26,3.540,0.67,0.67,-31.21,3.540,0.35,-0.31,9.78
,,,,,,,,,,,3.550,0.67,-1.36,-58.58,3.550,0.36,-1.35,17.30,3.550,0.40,-0.51,4.60,3.550,0.57,0.48,-2.13,1.775,1.04,-8.86,-14565.15,3.550,0.63,-0.15,-8.71,3.550,0.48,0.80,9.87,3.550,0.58,0.34,-21.56,3.550,0.67,0.26,-15.50,3.550,0.34,-0.20,11.28
,,,,,,,,,,,3.560,0.65,-1.67,10.43,3.560,0.34,-1.19,22.71,3.560,0.40,-0.53,-2.79,3.560,0.58,0.96,26.87,1.780,0.15,-72.59,889.20,3.560,0.63,0.00,-4.68,3.560,0.49,0.98,3.81,3.560,0.58,0.34,11.79,3.560,0.67,0.36,1.48,3.560,0.34,-0.09,10.41
,,,,,,,,,,,3.570,0.64,-1.15,8.11,3.570,0.33,-0.89,31.35,3.570,0.39,-0.56,2.72,3.570,0.58,1.02,0.32,1.785,0.31,0.03,6450.07,3.570,0.63,-0.24,-10.21,3.570,0.50,0.88,-4.19,3.570,0.58,0.57,22.26,3.570,0.68,0.29,-16.36,3.570,0.34,0.01,9.41
,,,,,,,,,,,3.580,0.63,-1.51,-42.20,3.580,0.32,-0.56,25.68,3.580,0.39,-0.48,10.26,3.580,0.60,0.97,-18.10,1.790,0.15,-8.09,7836.52,3.580,0.63,-0.20,7.79,3.580,0.51,0.90,6.38,3.580,0.59,0.79,-16.48,3.580,0.68,0.04,-28.01,3.580,0.34,0.10,9.84
,,,,,,,,,,,3.590,0.61,-1.99,-19.20,3.590,0.32,-0.38,7.84,3.590,0.38,-0.36,6.77,3.590,0.60,0.66,-4.48,1.795,0.23,78.40,1384.96,3.590,0.63,-0.08,-5.04,3.590,0.52,1.01,-2.31,3.590,0.60,0.24,-36.12,3.590,0.68,-0.27,-23.18,3.590,0.34,0.20,10.43
,,,,,,,,,,,3.600,0.59,-1.89,3.11,3.600,0.32,-0.40,11.15,3.600,0.38,-0.34,6.91,3.600,0.61,0.88,-13.53,1.800,0.93,5.76,-14164.93,3.600,0.63,-0.30,-15.01,3.600,0.53,0.85,-12.52,3.600,0.60,0.06,5.56,3.600,0.67,-0.43,-2.44,3.600,0.35,0.31,8.47
,,,,,,,,,,,3.610,0.57,-1.93,-12.68,3.610,0.31,-0.16,27.30,3.610,0.38,-0.22,19.89,3.610,0.62,0.38,-20.89,1.805,0.29,-63.25,-396.53,3.610,0.62,-0.38,-10.08,3.610,0.54,0.76,27.26,3.610,0.60,0.36,6.68,3.610,0.67,-0.32,0.53,3.610,0.35,0.37,14.15
,,,,,,,,,,,3.620,0.55,-2.15,-14.27,3.620,0.31,0.14,25.50,3.620,0.38,0.06,19.53,3.620,0.62,0.46,24.10,1.810,0.30,1.79,6384.30,3.620,0.62,-0.50,-11.66,3.620,0.54,1.40,6.78,3.620,0.61,0.20,-20.25,3.620,0.66,-0.42,-24.33,3.620,0.35,0.59,15.42
,,,,,,,,,,,3.630,0.53,-2.22,0.43,3.630,0.32,0.35,18.51,3.630,0.38,0.17,13.36,3.630,0.63,0.87,-13.49,1.815,0.30,0.59,-57.48,3.630,0.61,-0.62,6.19,3.630,0.56,0.89,-64.71,3.630,0.60,-0.05,-6.48,3.630,0.66,-0.80,-25.84,3.630,0.36,0.68,1.64
,,,,,,,,,,,3.640,0.51,-2.14,3.55,3.640,0.32,0.51,17.22,3.640,0.38,0.32,13.29,3.640,0.64,0.19,-49.13,1.820,0.30,1.22,-5.94,3.640,0.61,-0.38,5.35,3.640,0.56,0.10,-0.72,3.640,0.60,0.07,0.48,3.640,0.65,-0.93,-10.72,3.640,0.37,0.63,1.21
,,,,,,,,,,,3.650,0.49,-2.15,3.01,3.650,0.33,0.70,20.47,3.650,0.38,0.44,9.04,3.650,0.63,-0.12,-11.96,1.825,0.32,0.53,-42.08,3.650,0.61,-0.51,-19.99,3.650,0.57,0.88,23.87,3.650,0.60,-0.04,-5.74,3.650,0.64,-1.02,-11.63,3.650,0.37,0.71,11.81
