0.16,1.266,Set,Set,Set,Set,Set,Set,Set,Set,Set,Set,Run #2,Run #2,Run #2,Run #2,Run #2,Run #3,Run #3,Run #3,Run #3,Run #3,Run #4,Run #4,Run #4,Run #4,Run #4,Run #5,Run #5,Run #5,Run #5,Run #5,Run #6,Run #6,Run #6,Run #6,Run #6,Run #7,Run #7,Run #7,Run #7,Run #7,Run #8,Run #8,Run #8,Run #8,Run #8,Run #9,Run #9,Run #9,Run #9,Run #9,Run #10,Run #10,Run #10,Run #10,Run #10,Run #11,Run #11,Run #11,Run #11,Run #11,Run #12,Run #12,Run #12,Run #12,Run #12,Run #13,Run #13,Run #13,Run #13,Run #13,Run #14,Run #14,Run #14,Run #14,Run #14,Run #15,Run #15,Run #15,Run #15,Run #15,Run #16,Run #16,Run #16,Run #16,Run #16,Run #17,Run #17,Run #17,Run #17,Run #17,Run #18,Run #18,Run #18,Run #18,Run #18,,,,
0.17,0.8546,Amplitude (cm),Time Delay (s),?? (1/s),Peak to Peak Amplitude (cm),Net Amplitude (cm),Time of Peak 40% (s),Peak Height 40% (cm),ln(Peak Height 40%) (cm),Time of Undamped Peak (s),Undamped Peak Height (cm),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),,,,
0.47,-6.8357,,,,,,,,,,,0.29,-3.9755,-35.46,172.53,-0.003,0.29,0.4707,22.62,587.27,-0.002,0.058,,,,9.13E-04,0.058,,,,0.005,0.058,,,,0.005,0.058,,,,8.64E-04,0.058,,,,-0.006,0.058,,,,0.002,0.058,,,,-0.004,0.058,,,,-0.005,0.058,,,,0.002,0.058,,,,0.006,0.058,,,,0.002,0.058,,,,-0.005,0.058,,,,0.008,0.058,,,,4.61E-04,0.058,,,,0.007,,,,
0.48,-6.7527,,,,,,,,,,,0.3,-4.3214,-33.73,172.5,0.001,0.3,0.7628,29.3,295.06,0.002,0.06,-2.0212,28.36,140.17,0.002,0.06,0.5593,6.55,325.86,0.01,0.06,1.3966,-1.64,-86.02,0.011,0.06,1.8043,1.81,-85.99,-0.006,0.06,1.142,-7.83,-188.98,3.64E-04,0.06,1.6805,6.02,-566.86,0.002,0.06,3.0788,-3.08,6.02,-0.003,0.06,-0.1276,19.57,99.72,-0.002,0.06,-0.5928,7.66,93.99,0.004,0.06,0.8449,15.56,-513.99,0.01,0.06,0.1171,11.99,-378.79,-0.005,0.06,-1.1148,-3.44,43.02,0.002,0.06,0.3176,26.56,51.33,0.002,0.06,-0.7316,-11.52,316.1,-0.006,0.06,1.6135,15.73,339.31,0.009,,,,
0.49,-6.6338,,,,,,,,,,,0.31,-4.6501,-32.01,172.48,4.03E-04,0.31,1.0567,28.53,-171.48,-0.003,0.062,,,,0.004,0.062,,,,0.004,0.062,,,,0.004,0.062,,,,-1.12E-04,0.062,,,,0.002,0.062,,,,0.009,0.062,,,,0.002,0.062,,,,0.003,0.062,,,,0.01,0.062,,,,0.003,0.062,,,,-0.003,0.062,,,,0.002,0.062,,,,0.002,0.062,,,,-2.44E-06,0.062,,,,0.003,,,,
0.5,-6.4977,,,,,,,,,,,0.32,-4.9615,-30.28,172.45,-0.003,0.32,1.3333,25.87,288.11,0.002,0.064,,,,0.01,0.064,,,,0.003,0.064,,,,0.003,0.064,,,,0.003,0.064,,,,0.003,0.064,,,,0.008,0.064,,,,0.002,0.064,,,,0.002,0.064,,,,0.005,0.064,,,,0.002,0.064,,,,0.002,0.064,,,,0.005,0.064,,,,-0.002,0.064,,,,0.002,0.064,,,,0.002,,,,
0.51,-6.346,,,,,,,,,,,0.33,-5.2557,-28.56,172.42,0.002,0.33,1.574,34.29,515.27,-0.002,0.066,,,,0.004,0.066,,,,0.002,0.066,,,,0.001,0.066,,,,0.003,0.066,,,,0.01,0.066,,,,0.003,0.066,,,,0.008,0.066,,,,0.008,0.066,,,,0.002,0.066,,,,-6.13E-04,0.066,,,,0.002,0.066,,,,0.01,0.066,,,,-0.005,0.066,,,,0.003,0.066,,,,-0.002,,,,
0.52,-6.1599,,,,,,,,,,,0.34,-5.5327,-26.83,168.64,-0.003,0.34,2.0191,36.18,-407.84,-0.002,0.068,,,,0.002,0.068,,,,-0.005,0.068,,,,-0.006,0.068,,,,0.01,0.068,,,,0.006,0.068,,,,0.003,0.068,,,,0.01,0.068,,,,0.008,0.068,,,,0.002,0.068,,,,-0.005,0.068,,,,0.008,0.068,,,,0.003,0.068,,,,0.002,0.068,,,,0.01,0.068,,,,-0.005,,,,
0.53,-5.9379,,,,,,,,,,,0.35,-5.7924,-25.18,207.93,0.001,0.35,2.2976,26.13,-682.71,0.002,0.07,-1.7275,28.36,-7.86,0.002,0.07,0.642,10.57,84.62,-6.49E-04,0.07,1.3605,-2.5,-86.02,2.91E-04,0.07,1.8232,0.95,-90.3,0.005,0.07,1.0731,-6.8,12.62,0.002,0.07,1.7303,6.02,4.31,-0.003,0.07,3.0931,-6.17,-556.26,0.003,0.07,0.1564,12.44,-620.24,0.003,0.07,-0.5068,8.68,8.03,-0.006,0.07,1.0013,14.61,-38.67,8.03E-04,0.07,0.1532,2.66,-517.75,0.008,0.07,-1.1493,-3.52,35.15,0.002,0.07,0.5926,27.67,-89.42,0.002,0.07,-0.8383,2.58,756.51,0.005,0.07,1.8352,13.75,-567.4,0.001,,,,
0.54,-5.6988,,,,,,,,,,,0.36,-6.0364,-22.67,301.51,5.49E-04,0.36,2.5417,22.52,-275.16,-0.003,0.072,,,,-0.005,0.072,,,,0.003,0.072,,,,0.002,0.072,,,,1.766,0.072,,,,0.002,0.072,,,,-0.004,0.072,,,,0.002,0.072,,,,0.002,0.072,,,,-0.002,0.072,,,,0.002,0.072,,,,0.003,0.072,,,,5.35E-04,0.072,,,,0.005,0.072,,,,0.002,0.072,,,,0.002,,,,
0.55,-5.4441,,,,,,,,,,,0.37,-6.2459,-19.15,308.93,-0.003,0.37,2.748,20.63,-90.2,0.002,0.074,,,,-0.001,0.074,,,,0.003,0.074,,,,0.003,0.074,,,,5.43,0.074,,,,-0.005,0.074,,,,0.002,0.074,,,,-0.001,0.074,,,,-0.003,0.074,,,,0.002,0.074,,,,0.004,0.074,,,,0.002,0.074,,,,-0.006,0.074,,,,0.01,0.074,,,,0.002,0.074,,,,0.005,,,,
0.56,-5.1519,,,,,,,,,,,0.38,-6.4194,-16.5,215.35,0.002,0.38,2.9543,20.72,-38.48,-0.002,0.076,,,,0.003,0.076,,,,0.01,0.076,,,,0.01,0.076,,,,5.423,0.076,,,,-0.003,0.076,,,,0.002,0.076,,,,-0.005,0.076,,,,-0.004,0.076,,,,0.003,0.076,,,,0.011,0.076,,,,-0.002,0.076,,,,-3.08E-04,0.076,,,,0.004,0.076,,,,-0.005,0.076,,,,0.01,,,,
0.57,-4.8629,,,,,,,,,,,0.39,-6.5758,-14.85,207.91,-0.003,0.39,3.1623,19.86,-81.33,-0.002,0.078,,,,0.002,0.078,,,,0.007,0.078,,,,0.006,0.078,,,,5.426,0.078,,,,0.002,0.078,,,,0.006,0.078,,,,0.001,0.078,,,,0.001,0.078,,,,0.009,0.078,,,,0.005,0.078,,,,-0.006,0.078,,,,0.003,0.078,,,,0.002,0.078,,,,-0.003,0.078,,,,0.004,,,,
0.58,-4.538,,,,,,,,,,,0.4,-6.7164,-12.34,297.62,0.001,0.4,3.3514,19.09,-124.3,0.002,0.08,-1.4541,28.2,85.93,0.009,0.08,0.7707,8.24,-399.41,0.002,0.08,1.3467,-3.36,-90.27,0.003,0.08,1.8232,0,-47.3,5.432,0.08,1.006,-7.57,-133.25,0.003,0.08,1.8008,6.1,-47.31,0.01,0.08,2.9554,-14.21,-142.64,0.002,0.08,0.1212,7.16,86.29,0.002,0.08,-0.4192,7.82,-89.99,0.007,0.08,1.1372,14.78,-81.71,0.002,0.08,0.1704,1.64,-8.2,0.001,0.08,-1.1852,-2.74,125.09,0.003,0.08,0.871,24.77,408.65,3.88E-04,0.08,-0.68,3.61,-563.11,0.002,0.08,1.8885,4.39,-515.75,0.002,,,,
0.59,-4.1959,,,,,,,,,,,0.41,-6.8225,-8.89,347.89,5.42E-04,0.41,3.5441,17.37,-176.31,-0.003,0.082,,,,0.007,0.082,,,,0.002,0.082,,,,0.002,0.082,,,,5.433,0.082,,,,0.008,0.082,,,,0.003,0.082,,,,0.005,0.082,,,,0.005,0.082,,,,0.002,0.082,,,,0.002,0.082,,,,0.002,0.082,,,,0.01,0.082,,,,-0.006,0.082,,,,0.002,0.082,,,,6.57E-04,,,,
0.6,-3.8351,,,,,,,,,,,0.42,-6.8943,-5.38,308.44,-0.003,0.42,3.6989,15.56,-133.36,0.002,0.084,,,,0.003,0.084,,,,-0.004,0.084,,,,-0.004,0.084,,,,5.439,0.084,,,,0.008,0.084,,,,0.002,0.084,,,,0.01,0.084,,,,0.01,0.084,,,,0.003,0.084,,,,-0.006,0.084,,,,0.005,0.084,,,,0.006,0.084,,,,9.52E-05,0.084,,,,0.008,0.084,,,,-0.006,,,,
0.61,-3.4775,,,,,,,,,,,0.43,-6.9301,-2.73,211.42,0.002,0.43,3.8554,14.7,-85.89,-0.002,0.086,,,,0.002,0.086,,,,-0.003,0.086,,,,-0.003,0.086,,,,5.44,0.086,,,,0.002,0.086,,,,-2.22E-04,0.086,,,,0.004,0.086,,,,0.003,0.086,,,,-0.003,0.086,,,,-0.002,0.086,,,,0.01,0.086,,,,0.003,0.086,,,,0.002,0.086,,,,0.008,0.086,,,,-7.96E-04,,,,
0.62,-3.0807,,,,,,,,,,,0.44,-6.9488,-1.15,250.7,-0.003,0.44,3.993,13.85,-76.68,-0.002,0.088,,,,-0.003,0.088,,,,0.003,0.088,,,,0.002,0.088,,,,5.435,0.088,,,,0.003,0.088,,,,-0.005,0.088,,,,0.003,0.088,,,,0.002,0.088,,,,-0.004,0.088,,,,0.002,0.088,,,,0.003,0.088,,,,0.002,0.088,,,,0.003,0.088,,,,0.002,0.088,,,,0.002,,,,
0.63,-2.7061,,,,,,,,,,,0.45,-6.9532,2.29,351.22,0.001,0.45,4.1323,13.17,-171.88,0.002,0.09,-1.1635,30.07,93.64,-0.004,0.09,0.8067,2.58,-287.12,0.003,0.09,1.2934,-4.3,-47.25,0.002,0.09,1.8232,0,4.31,5.433,0.09,0.9217,-9.46,-94.45,-0.002,0.09,1.8524,5.07,0.03,7.54E-04,0.09,2.8089,-9.02,39.92,0.001,0.09,0.2997,14.17,118.79,-6.01E-04,0.09,-0.3505,6.88,-51.06,0.002,0.09,1.297,12.98,-141.64,0.002,0.09,0.1859,2.5,90.09,0.002,0.09,-1.204,-1.02,148.44,-0.006,0.09,1.088,35.84,754.17,0.01,0.09,-0.766,-8.68,-575.73,0.002,0.09,1.9229,3.44,-42.98,0.002,,,,
0.64,-2.2921,,,,,,,,,,,0.46,-6.903,5.87,261.52,4.72E-04,0.46,4.2564,10.41,-236.62,-0.003,0.092,,,,0.002,0.092,,,,0.007,0.092,,,,0.008,0.092,,,,5.429,0.092,,,,-0.004,0.092,,,,0.002,0.092,,,,-0.006,0.092,,,,-0.006,0.092,,,,0.002,0.092,,,,0.009,0.092,,,,7.54E-04,0.092,,,,-0.002,0.092,,,,0.006,0.092,,,,-0.003,0.092,,,,0.01,,,,
0.65,-1.8986,,,,,,,,,,,0.47,-6.8357,7.52,211.18,-0.003,0.47,4.3405,8.44,443.95,0.002,0.094,,,,0.002,0.094,,,,0.01,0.094,,,,0.008,0.094,,,,5.426,0.094,,,,0.002,0.094,,,,0.004,0.094,,,,-7.47E-04,0.094,,,,4.37E-04,0.094,,,,0.007,0.094,,,,0.007,0.094,,,,-0.006,0.094,,,,0.002,0.094,,,,0.002,0.094,,,,-0.005,0.094,,,,0.006,,,,
0.66,-1.4863,,,,,,,,,,,0.48,-6.7527,10.1,261.46,0.002,0.48,4.4252,19.29,421.49,-0.002,0.096,,,,0.007,0.096,,,,0.003,0.096,,,,0.002,0.096,,,,5.433,0.096,,,,0.003,0.096,,,,0.011,0.096,,,,0.003,0.096,,,,0.003,0.096,,,,0.01,0.096,,,,0.002,0.096,,,,-2.83E-04,0.096,,,,0.002,0.096,,,,0.002,0.096,,,,0.001,0.096,,,,0.002,,,,
0.67,-1.074,,,,,,,,,,,0.49,-6.6338,12.75,214.73,-0.003,0.49,4.7263,16.87,-821.37,-0.002,0.098,,,,0.009,0.098,,,,0.002,0.098,,,,0.003,0.098,,,,3.215,0.098,,,,0.005,0.098,,,,0.005,0.098,,,,0.003,0.098,,,,0.003,0.098,,,,0.003,0.098,,,,0.002,0.098,,,,0.002,0.098,,,,0.008,0.098,,,,-0.005,0.098,,,,0.002,0.098,,,,0.003,,,,
0.68,-0.6635,,,,,,,,,,,0.5,-6.4977,14.39,207.27,0.001,0.5,4.7625,2.86,-768.6,0.002,0.1,-0.8526,30.07,-4.04,0.003,0.1,0.8223,2.5,47.19,-7.72E-04,0.1,1.2607,-4.3,1.40E-11,-0.002,0.1,1.8232,0.09,-34.39,0.005,0.1,0.8168,-9.46,4.16,0.01,0.1,1.9023,6.11,8.63,0.002,0.1,2.775,-13.41,-431.43,0.01,0.1,0.4045,9.54,-278.4,0.01,0.1,-0.2817,6.8,34.87,0.002,0.1,1.3968,11.95,4.35,-0.004,0.1,0.2203,3.44,47.1,0.003,0.1,-1.2056,0.23,433.89,0.008,0.1,1.5877,39.85,-451.37,-0.003,0.1,-0.8536,-7.9,133.02,0.005,0.1,1.9573,3.53,-43,-0.004,,,,
0.69,-0.2322,,,,,,,,,,,0.51,-6.346,16.89,300.57,5.35E-04,0.51,4.7835,1.5,-817.12,-0.003,0.102,,,,0.002,0.102,,,,-0.005,0.102,,,,-0.005,0.102,,,,0.01,0.102,,,,0.003,0.102,,,,0.002,0.102,,,,0.006,0.102,,,,0.005,0.102,,,,-3.32E-04,0.102,,,,-0.005,0.102,,,,0.01,0.102,,,,0.002,0.102,,,,0.002,0.102,,,,0.01,0.102,,,,-0.004,,,,
0.7,0.1801,,,,,,,,,,,0.52,-6.1599,20.4,308,-0.003,0.52,4.7925,-13.48,-948.1,0.002,0.104,,,,-1.49E-04,0.104,,,,0.002,0.104,,,,0.001,0.104,,,,0.004,0.104,,,,0.003,0.104,,,,-0.005,0.104,,,,0.002,0.104,,,,0.002,0.104,,,,-0.005,0.104,,,,0.002,0.104,,,,0.006,0.104,,,,0.002,0.104,,,,0.002,0.104,,,,0.003,0.104,,,,0.002,,,,
0.71,0.5924,,,,,,,,,,,0.53,-5.9379,23.05,214.51,0.002,0.53,4.5138,-17.47,377.67,-0.002,0.106,,,,-0.005,0.106,,,,0.003,0.106,,,,0.003,0.106,,,,0.002,0.106,,,,9.01E-04,0.106,,,,-0.002,0.106,,,,0.002,0.106,,,,0.002,0.106,,,,5.10E-04,0.106,,,,0.003,0.106,,,,0.002,0.106,,,,-0.002,0.106,,,,0.008,0.106,,,,0.002,0.106,,,,0.002,,,,
0.72,1.0028,,,,,,,,,,,0.54,-5.6988,24.69,214.59,-0.003,0.54,4.4432,-5.93,538.45,-0.002,0.108,,,,7.42E-04,0.108,,,,0.005,0.108,,,,0.006,0.108,,,,6.45E-04,0.108,,,,-0.005,0.108,,,,0.003,0.108,,,,-0.005,0.108,,,,-0.004,0.108,,,,0.003,0.108,,,,0.006,0.108,,,,0.002,0.108,,,,-0.005,0.108,,,,0.008,0.108,,,,8.30E-05,0.108,,,,0.008,,,,
0.73,1.436,,,,,,,,,,,0.55,-5.4441,27.34,218.32,0.001,0.55,4.3953,-6.7,-129.07,0.002,0.11,-0.5621,29.99,42.96,0.003,0.11,0.8567,3.52,8.37,0.01,0.11,1.2074,-4.3,37.99,0.01,0.11,1.8249,-0.69,-133.31,-0.005,0.11,0.7324,-9.38,-43.01,-1.47E-05,0.11,1.9745,5.25,-85.97,0.002,0.11,2.5407,-17.65,34.02,-0.004,0.11,0.4905,8.6,-47.1,-0.002,0.11,-0.2145,7.58,133,0.003,0.11,1.536,13.07,-43.04,0.009,0.11,0.2547,3.44,-4.12,-0.005,0.11,-1.1994,7.66,449.86,0.001,0.11,1.885,26.81,-759.6,0.002,0.11,-0.924,-6.02,90.03,-0.006,0.11,1.9935,2.58,-47.32,0.009,,,,
0.74,1.8331,,,,,,,,,,,0.56,-5.1519,29.06,167.62,5.47E-04,0.56,4.3092,-8.51,-133.71,-0.003,0.112,,,,0.004,0.112,,,,0.004,0.112,,,,0.004,0.112,,,,-5.13E-05,0.112,,,,0.002,0.112,,,,0.009,0.112,,,,0.002,0.112,,,,0.002,0.112,,,,0.01,0.112,,,,0.003,0.112,,,,-0.003,0.112,,,,0.002,0.112,,,,0.002,0.112,,,,2.30E-04,0.112,,,,0.002,,,,
0.75,2.2111,,,,,,,,,,,0.57,-4.8629,30.7,214.48,-0.003,0.57,4.2251,-9.37,-81.49,0.002,0.114,,,,0.01,0.114,,,,0.002,0.114,,,,0.003,0.114,,,,0.002,0.114,,,,0.003,0.114,,,,0.008,0.114,,,,0.003,0.114,,,,0.002,0.114,,,,0.005,0.114,,,,0.002,0.114,,,,0.002,0.114,,,,0.006,0.114,,,,-0.002,0.114,,,,0.002,0.114,,,,0.002,,,,
0.76,2.591,,,,,,,,,,,0.58,-4.538,33.35,222.35,0.002,0.58,4.1218,-10.14,-124.53,-0.002,0.116,,,,0.005,0.116,,,,0.002,0.116,,,,7.91E-04,0.116,,,,0.003,0.116,,,,0.011,0.116,,,,0.003,0.116,,,,0.006,0.116,,,,0.009,0.116,,,,0.002,0.116,,,,-3.69E-04,0.116,,,,0.002,0.116,,,,0.01,0.116,,,,-0.005,0.116,,,,0.003,0.116,,,,-0.002,,,,
0.77,2.9557,,,,,,,,,,,0.59,-4.1959,35.14,128.52,-0.003,0.59,4.0223,-11.86,-172.19,-0.001,0.118,,,,0.003,0.118,,,,-0.006,0.118,,,,-0.006,0.118,,,,0.01,0.118,,,,0.006,0.118,,,,0.003,0.118,,,,0.009,0.118,,,,0.008,0.118,,,,0.002,0.118,,,,-0.006,0.118,,,,0.008,0.118,,,,0.003,0.118,,,,0.002,0.118,,,,0.01,0.118,,,,-0.006,,,,
0.78,3.2842,,,,,,,,,,,0.6,-3.8351,35.92,128.68,0.001,0.6,3.8846,-13.58,-172.2,0.002,0.12,-0.2527,30.93,42.81,0.002,0.12,0.8927,2.66,-85.98,-6.01E-04,0.12,1.1747,-3.54,-395.45,-1.00E-04,0.12,1.8094,-2.58,-94.62,0.006,0.12,0.6292,-10.32,-51.33,0.002,0.12,2.0072,4.39,-77.29,-0.003,0.12,2.422,-12.73,146.84,0.003,0.12,0.5765,8.6,-4.17,0.002,0.12,-0.1301,9.46,94.06,-0.005,0.12,1.6581,11.09,-25.6,0.001,0.12,0.2891,3.36,43,0.009,0.12,-1.0524,9.23,-293.09,0.002,0.12,2.1239,24.66,-27.27,0.002,0.12,-0.9741,-6.1,35.12,0.006,0.12,2.0089,2.58,4.34,0.002,,,,
0.79,3.5955,,,,,,,,,,,0.61,-3.4775,37.72,132.65,5.88E-04,0.61,3.7506,-15.31,-181.25,-0.003,0.122,,,,-0.005,0.122,,,,0.003,0.122,,,,0.003,0.122,,,,0.002,0.122,,,,0.003,0.122,,,,-0.005,0.122,,,,0.002,0.122,,,,0.002,0.122,,,,-0.001,0.122,,,,0.002,0.122,,,,0.002,0.122,,,,8.28E-04,0.122,,,,0.005,0.122,,,,0.002,0.122,,,,0.002,,,,
0.8,3.8896,,,,,,,,,,,0.62,-3.0807,38.57,85.71,-0.003,0.62,3.5785,-17.21,-90.69,0.002,0.124,,,,-0.001,0.124,,,,0.002,0.124,,,,0.003,0.124,,,,0.003,0.124,,,,-0.004,0.124,,,,0.002,0.124,,,,-0.002,0.124,,,,-0.003,0.124,,,,0.003,0.124,,,,0.004,0.124,,,,0.003,0.124,,,,-0.006,0.124,,,,0.01,0.124,,,,0.002,0.124,,,,0.005,,,,
0.81,4.1646,,,,,,,,,,,0.63,-2.7061,39.43,89.97,0.002,0.63,3.4064,-17.12,-34.1,-0.002,0.126,,,,0.002,0.126,,,,0.01,0.126,,,,0.01,0.126,,,,-0.005,0.126,,,,-0.002,0.126,,,,0.003,0.126,,,,-0.005,0.126,,,,-0.005,0.126,,,,0.002,0.126,,,,0.01,0.126,,,,-0.002,0.126,,,,2.05E-04,0.126,,,,0.003,0.126,,,,-0.005,0.126,,,,0.01,,,,
0.82,4.4679,,,,,,,,,,,0.64,-2.2921,40.37,42.75,-0.003,0.64,3.2361,-17.89,-133.6,-0.002,0.128,,,,0.003,0.128,,,,0.007,0.128,,,,0.006,0.128,,,,-0.002,0.128,,,,0.003,0.128,,,,0.006,0.128,,,,0.002,0.128,,,,0.002,0.128,,,,0.009,0.128,,,,0.005,0.128,,,,-0.005,0.128,,,,0.002,0.128,,,,0.002,0.128,,,,-0.003,0.128,,,,0.003,,,,
0.83,4.476,,,,,,,,,,,0.65,-1.8986,40.29,42.95,0.001,0.65,3.0486,-19.79,-86.24,0.002,0.13,0.0566,30.85,42.96,0.009,0.13,0.9099,1.8,-90.18,0.002,0.13,1.1366,-12.21,-381.2,0.003,0.13,1.7733,-2.58,8.59,0.002,0.13,0.5259,-10.41,38.89,0.002,0.13,2.0623,3.7,-176.32,0.01,0.13,2.2861,-14.71,-51.82,0.002,0.13,0.6625,8.51,42.99,0.003,0.13,-0.0254,9.46,-4.1,0.007,0.13,1.7578,12.55,-197.7,0.002,0.13,0.3219,4.3,47.1,0.001,0.13,-1.0148,1.8,-422.38,0.003,0.13,2.3782,26.27,774.62,1.93E-04,0.13,-1.046,-5.32,132.98,0.002,0.13,2.0451,2.67,-43,0.002,,,,
0.84,4.7399,,,,,,,,,,,0.66,-1.4863,41.23,42.75,5.93E-04,0.66,2.8403,-19.62,-77.28,-0.003,0.132,,,,0.008,0.132,,,,0.003,0.132,,,,0.003,0.132,,,,0.002,0.132,,,,0.008,0.132,,,,0.003,0.132,,,,0.005,0.132,,,,0.005,0.132,,,,0.002,0.132,,,,0.002,0.132,,,,0.002,0.132,,,,0.01,0.132,,,,-0.006,0.132,,,,0.002,0.132,,,,7.18E-04,,,,
0.85,4.9482,,,,,,,,,,,0.67,-1.074,41.14,42.95,-0.003,0.67,2.6563,-21.34,-185.4,0.002,0.134,,,,0.002,0.134,,,,-0.004,0.134,,,,-0.005,0.134,,,,0.008,0.134,,,,0.009,0.134,,,,0.002,0.134,,,,0.009,0.134,,,,0.01,0.134,,,,0.002,0.134,,,,-0.006,0.134,,,,0.005,0.134,,,,0.006,0.134,,,,-8.79E-05,0.134,,,,0.008,0.134,,,,-0.007,,,,
0.86,5.1414,,,,,,,,,,,0.68,-0.6635,42.09,51.8,0.002,0.68,2.4136,-23.32,-17.27,-0.002,0.136,,,,0.002,0.136,,,,-0.003,0.136,,,,-0.002,0.136,,,,0.008,0.136,,,,0.002,0.136,,,,3.52E-04,0.136,,,,0.004,0.136,,,,0.003,0.136,,,,-0.003,0.136,,,,-9.30E-04,0.136,,,,0.01,0.136,,,,0.002,0.136,,,,0.002,0.136,,,,0.009,0.136,,,,-5.13E-05,,,,
0.87,5.2962,,,,,,,,,,,0.69,-0.2322,42.18,-42.95,-0.003,0.69,2.1898,-21.68,-271.08,-0.002,0.138,,,,-0.003,0.138,,,,0.003,0.138,,,,0.003,0.138,,,,0.003,0.138,,,,0.002,0.138,,,,-0.006,0.138,,,,0.002,0.138,,,,0.002,0.138,,,,-0.004,0.138,,,,0.003,0.138,,,,0.003,0.138,,,,0.002,0.138,,,,0.003,0.138,,,,0.002,0.138,,,,0.002,,,,
0.88,5.4571,,,,,,,,,,,0.7,0.1801,41.23,-52.01,0.001,0.7,1.9799,-28.75,-671.65,0.002,0.14,0.3643,31.79,47,-0.004,0.14,0.9288,0.86,-51.39,0.002,0.14,0.9305,-11.16,499.34,0.003,0.14,1.7578,-2.41,-86.01,0.002,0.14,0.4211,-9.55,90.18,-0.002,0.14,2.0812,0.86,-146.33,6.93E-04,0.14,2.1278,-13.77,51.71,0.001,0.14,0.7468,9.46,51.33,2.20E-05,0.14,0.059,9.38,18.33,0.002,0.14,1.9092,7.14,-477.59,0.002,0.14,0.3751,4.3,-4.14,0.002,0.14,-1.0164,0.78,-7.9,-0.005,0.14,2.6492,40.15,415.17,0.011,0.14,-1.0804,-3.44,86.05,0.002,0.14,2.0623,1.72,-42.99,0.003,,,,
0.89,5.5645,,,,,,,,,,,0.71,0.5924,41.14,47.64,5.29E-04,0.71,1.6149,-35.11,47.3,-0.003,0.142,,,,0.002,0.142,,,,0.007,0.142,,,,0.008,0.142,,,,-0.002,0.142,,,,-0.005,0.142,,,,0.002,0.142,,,,-0.006,0.142,,,,-0.006,0.142,,,,0.002,0.142,,,,0.009,0.142,,,,7.18E-04,0.142,,,,-0.003,0.142,,,,0.005,0.142,,,,-0.002,0.142,,,,0.01,,,,
0.9,5.6353,,,,,,,,,,,0.72,1.0028,42.18,18.74,-0.003,0.72,1.2776,-27.8,516.3,0.002,0.144,,,,0.003,0.144,,,,0.009,0.144,,,,0.009,0.144,,,,-0.004,0.144,,,,0.002,0.144,,,,0.004,0.144,,,,-6.25E-04,0.144,,,,6.20E-04,0.144,,,,0.007,0.144,,,,0.008,0.144,,,,-0.006,0.144,,,,0.003,0.144,,,,0.002,0.144,,,,-0.005,0.144,,,,0.006,,,,
0.91,5.689,,,,,,,,,,,0.73,1.436,41.51,-171.6,0.002,0.73,1.0589,-24.79,47.59,-0.002,0.146,,,,0.007,0.146,,,,0.003,0.146,,,,0.003,0.146,,,,0.002,0.146,,,,0.002,0.146,,,,0.01,0.146,,,,0.003,0.146,,,,0.002,0.146,,,,0.01,0.146,,,,0.002,0.146,,,,3.42E-05,0.146,,,,0.002,0.146,,,,0.002,0.146,,,,0.002,0.146,,,,0.002,,,,
0.92,5.7276,,,,,,,,,,,0.74,1.8331,38.75,-180.88,-0.003,0.74,0.7819,-26.85,-8.48,-0.002,0.148,,,,0.009,0.148,,,,0.003,0.148,,,,0.002,0.148,,,,0.002,0.148,,,,0.005,0.148,,,,0.005,0.148,,,,0.003,0.148,,,,0.003,0.148,,,,0.003,0.148,,,,0.002,0.148,,,,0.002,0.148,,,,0.008,0.148,,,,-0.005,0.148,,,,0.002,0.148,,,,0.002,,,,
